path	provenance	license	header_owners	source_reference
aspire/sim/cap/serving/launch_sam2_server.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/serving/launch_sam2_server.py
aspire/sim/cap/serving/launch_sam3_server.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/serving/launch_sam3_server.py
aspire/sim/cap/serving/launch_servers.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/serving/launch_servers.py
aspire/sim/cap/serving/openrouter_server.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/serving/openrouter_server.py
aspire/sim/cap/serving/vllm_server.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/serving/vllm_server.py
aspire/sim/cap/skills/__init__.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/skills/__init__.py
aspire/sim/cap/skills/claude_integration.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/skills/claude_integration.py
aspire/sim/cap/skills/extractor.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/skills/extractor.py
aspire/sim/cap/skills/library.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/skills/library.py
aspire/sim/cap/third_party/pyroki_snippets/__init__.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/third_party/pyroki_snippets/__init__.py
aspire/sim/cap/third_party/pyroki_snippets/pyroki_snippets/__init__.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/third_party/pyroki_snippets/pyroki_snippets/__init__.py
aspire/sim/cap/third_party/pyroki_snippets/pyroki_snippets/_online_planning.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/third_party/pyroki_snippets/pyroki_snippets/_online_planning.py
aspire/sim/cap/third_party/pyroki_snippets/pyroki_snippets/_solve_ik.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/third_party/pyroki_snippets/pyroki_snippets/_solve_ik.py
aspire/sim/cap/third_party/pyroki_snippets/pyroki_snippets/_solve_ik_with_base.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/third_party/pyroki_snippets/pyroki_snippets/_solve_ik_with_base.py
aspire/sim/cap/third_party/pyroki_snippets/pyroki_snippets/_solve_ik_with_collision.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/third_party/pyroki_snippets/pyroki_snippets/_solve_ik_with_collision.py
aspire/sim/cap/third_party/pyroki_snippets/pyroki_snippets/_solve_ik_with_manipulability.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/third_party/pyroki_snippets/pyroki_snippets/_solve_ik_with_manipulability.py
aspire/sim/cap/third_party/pyroki_snippets/pyroki_snippets/_solve_ik_with_multiple_targets.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/third_party/pyroki_snippets/pyroki_snippets/_solve_ik_with_multiple_targets.py
aspire/sim/cap/third_party/pyroki_snippets/pyroki_snippets/_trajopt.py	PyRoKi through CaP-X	MIT	PyRoKi + CaP-X	chungmin99/pyroki@95afccc22658c461ab1042a048ae4e9c24bc2a47; LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/third_party/pyroki_snippets/pyroki_snippets/_trajopt.py
aspire/sim/cap/utils/__init__.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/utils/__init__.py
aspire/sim/cap/utils/camera_utils.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/utils/camera_utils.py
aspire/sim/cap/utils/depth_utils.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/utils/depth_utils.py
aspire/sim/cap/utils/eval_utils.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/utils/eval_utils.py
aspire/sim/cap/utils/execution_logger.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/utils/execution_logger.py
aspire/sim/cap/utils/graspnet_utils.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/utils/graspnet_utils.py
aspire/sim/cap/utils/launch_utils.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/utils/launch_utils.py
aspire/sim/cap/utils/msgpack_server_client_utils.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/utils/msgpack_server_client_utils.py
aspire/sim/cap/utils/parallel_eval.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/utils/parallel_eval.py
aspire/sim/cap/utils/serve_utils.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/utils/serve_utils.py
aspire/sim/cap/utils/video_utils.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/utils/video_utils.py
aspire/sim/cap/utils/visualization_utils.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:capx/utils/visualization_utils.py
aspire/sim/scripts/behavior/replay_trial_b1k.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/common/analyze_trial.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/common/chunk_tokens.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/common/plot_subagent_token_trace.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/common/plot_token_usage.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/common/scan_progress.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/common/skill_library_compilation/compile_skill_library.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/common/skill_library_compilation/eval_dir_to_code.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/common/skill_library_compilation/parse_outputs.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/common/skill_library_compilation/summarize_analysis.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/common/skill_library_compilation/trial_folder_rename.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/common/start_perception_servers.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/analyze_evosearch_traces.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/analyze_stage1_tokens.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/annotate_snapshot_tokens.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/eval_checkpoint_n5.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/eval_checkpoint_n50.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/eval_libero90_held_out.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/eval_run_seeds.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/eval_setup_worktree.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/eval_snapshot.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/evosearch_eval.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/gen_progress.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/gen_progress_90.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/gen_progress_long.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/gen_progress_scaling.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/generate_ordering.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/make_libero_pro_master_table.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/make_snapshot_table.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/plot_baseline_vs_fix.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/plot_baseline_vs_fix_v3_evosearch.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/plot_checkpoint_sr_pareto.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/plot_evosearch_progress.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/plot_libero90_all_task_sr.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/plot_libero90_seen_task_sr.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/plot_libero90_solved_fraction.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/plot_method_comparison_v5.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/plot_suite_summary.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/replay_trial.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/resume_eval_gpu.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/run_fix_loop_validation.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/run_stage2_batch.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/run_stage2_token_scaling.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/run_validation_comparison.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/libero/scene_snapshot.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/robosuite/gen_progress_robosuite.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/robosuite/plot_tokens_vs_debug_sr.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/robosuite/plot_tokens_vs_eval_sr.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/robosuite/plot_tokens_vs_sr_v2.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/robosuite/replay_trial_robosuite.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/robosuite/run_baseline_robosuite.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/robosuite/run_debug_fix_code.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/robosuite/run_eval_fix_code.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/robosuite/run_eval_training_law.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/scripts/robosuite/run_iteration.sh	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/tests/integrations/test_grasp_graspnet.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:tests/integrations/test_grasp_graspnet.py
aspire/sim/tests/integrations/test_libero_integration.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:tests/integrations/test_libero_integration.py
aspire/sim/tests/integrations/test_molmo_integration.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:tests/integrations/test_molmo_integration.py
aspire/sim/tests/integrations/test_owlvit_integration.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:tests/integrations/test_owlvit_integration.py
aspire/sim/tests/integrations/test_owlvit_visualization.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:tests/integrations/test_owlvit_visualization.py
aspire/sim/tests/integrations/test_pyroki_integration.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:tests/integrations/test_pyroki_integration.py
aspire/sim/tests/integrations/test_ransac_visualization.py	unchanged CaP-X	MIT	CaP-X	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:tests/integrations/test_ransac_visualization.py
aspire/sim/tests/integrations/test_sam2_integration.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:tests/integrations/test_sam2_integration.py
aspire/sim/tests/integrations/test_sam2_visualization.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:tests/integrations/test_sam2_visualization.py
aspire/sim/tests/integrations/test_sam3_visualization.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:tests/integrations/test_sam3_visualization.py
aspire/sim/tests/test_environments.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:tests/test_environments.py
aspire/sim/tests/test_libero.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:tests/test_libero.py
aspire/sim/tests/test_libero_fix_loop_pipeline.py	NVIDIA-authored	Apache-2.0	NVIDIA	ASPIRE after CaP-X baseline
aspire/sim/tests/test_robosuite_setup.py	CaP-X with NVIDIA modifications	MIT + Apache-2.0 modifications	CaP-X + NVIDIA	LRY89757/Holos@823fcc5dd3e565b45b414f5785668cf32cba13b4:tests/test_robosuite_setup.py
